# BUSCO version is: 5.8.0 
# The lineage dataset is: embryophyta_odb10 (Creation date: 2024-01-08, number of genomes: 50, number of BUSCOs: 1614)
# Busco id	Status	Sequence	Gene Start	Gene End	Strand	Score	Length	OrthoDB url	Description
10651at3193	Fragmented	contig_6893	1767857	1707054	-	985.0	618	https://v10-1.orthodb.org/?query=10651at3193	Pep3/Vps18/deep orange
10797at3193	Missing
10850at3193	Fragmented	contig_12557	2590266	2617915	+	569.3	537	https://v10-1.orthodb.org/?query=10850at3193	CST complex subunit CTC1
10856at3193	Missing
11121at3193	Complete	contig_19103	3703692	3735830	+	1240.4	752	https://v10-1.orthodb.org/?query=11121at3193	WD40 repeat
11361at3193	Complete	contig_19103	3485033	3426255	-	852.5	717	https://v10-1.orthodb.org/?query=11361at3193	N-acetyltransferase B complex, non-catalytic subunit
11471at3193	Complete	contig_3075	1095944	966906	-	949.6	632	https://v10-1.orthodb.org/?query=11471at3193	Helicase, C-terminal
11532at3193	Complete	contig_10574	1128229	981588	-	1229.5	747	https://v10-1.orthodb.org/?query=11532at3193	DNA topoisomerase, type IIA, subunit A/C-terminal
11560at3193	Complete	contig_4429	1169650	1184036	+	824.7	769	https://v10-1.orthodb.org/?query=11560at3193	Kinesin motor domain
11585at3193	Duplicated	contig_13298	3402684	3387352	-	788.0	634	https://v10-1.orthodb.org/?query=11585at3193	C2 domain
11585at3193	Duplicated	contig_18783	1401528	1403807	+	815.5	633	https://v10-1.orthodb.org/?query=11585at3193	C2 domain
11903at3193	Complete	contig_19688	894569	1062371	+	1037.7	813	https://v10-1.orthodb.org/?query=11903at3193	Pyrrolo-quinoline quinone-like domain
12298at3193	Complete	contig_19951	468422	502729	+	1160.3	713	https://v10-1.orthodb.org/?query=12298at3193	WD40 repeat
12299at3193	Complete	contig_14012	1794492	1791701	-	1204.3	795	https://v10-1.orthodb.org/?query=12299at3193	Pentatricopeptide repeat
12350at3193	Missing
12643at3193	Missing
12744at3193	Missing
12893at3193	Missing
12903at3193	Complete	contig_28	101924	263567	+	1285.0	820	https://v10-1.orthodb.org/?query=12903at3193	Ubiquitin conjugation factor E4, core
12990at3193	Missing
13044at3193	Complete	contig_7074	1796407	1905447	+	1173.0	685	https://v10-1.orthodb.org/?query=13044at3193	Chorismate-utilising enzyme, C-terminal
13120at3193	Complete	contig_22024	110224	68942	-	1262.7	714	https://v10-1.orthodb.org/?query=13120at3193	DNA replication licensing factor Mcm2
13163at3193	Complete	contig_5731	1989010	1836963	-	953.5	651	https://v10-1.orthodb.org/?query=13163at3193	WD40 repeat
13313at3193	Missing
13359at3193	Fragmented	contig_4407	2420925	2418119	-	164.3	424	https://v10-1.orthodb.org/?query=13359at3193	Zinc finger, NF-X1-type
13414at3193	Missing
13438at3193	Complete	contig_14394	161093	149121	-	605.1	488	https://v10-1.orthodb.org/?query=13438at3193	Zinc finger, RanBP2-type
13495at3193	Complete	contig_5784	4569758	4444795	-	1036.0	724	https://v10-1.orthodb.org/?query=13495at3193	Conserved oligomeric Golgi complex subunit 7
13740at3193	Missing
13964at3193	Complete	contig_10076	144724	147248	+	1083.3	667	https://v10-1.orthodb.org/?query=13964at3193	Pentatricopeptide repeat
13979at3193	Complete	contig_19951	871189	766622	-	1036.0	740	https://v10-1.orthodb.org/?query=13979at3193	Transmembrane protein
13985at3193	Complete	contig_5084	436388	427741	-	1263.0	748	https://v10-1.orthodb.org/?query=13985at3193	Glycoside hydrolase family 31
14027at3193	Complete	contig_8455	3172189	3035262	-	852.8	657	https://v10-1.orthodb.org/?query=14027at3193	Vacuolar sorting protein 39/Transforming growth factor beta receptor-associated domain 1
14087at3193	Missing
14127at3193	Missing
14136at3193	Missing
14163at3193	Missing
14585at3193	Complete	contig_17	3227876	3409061	+	999.6	866	https://v10-1.orthodb.org/?query=14585at3193	WD40 repeat
15047at3193	Complete	contig_10574	3177880	3243271	+	1067.9	729	https://v10-1.orthodb.org/?query=15047at3193	Peptidase M28
15187at3193	Complete	contig_12113	773730	811997	+	1203.1	681	https://v10-1.orthodb.org/?query=15187at3193	Urease
15195at3193	Complete	contig_8441	456635	494557	+	1131.0	731	https://v10-1.orthodb.org/?query=15195at3193	WD40 repeat
15224at3193	Missing
15229at3193	Missing
15289at3193	Complete	contig_3075	1397731	1657213	+	1086.6	678	https://v10-1.orthodb.org/?query=15289at3193	Phosphoribulokinase/uridine kinase
15318at3193	Missing
15405at3193	Complete	contig_5955	1131634	976622	-	1034.3	634	https://v10-1.orthodb.org/?query=15405at3193	DNA mismatch repair protein MutS, core
15419at3193	Complete	contig_8530	881935	693502	-	923.5	588	https://v10-1.orthodb.org/?query=15419at3193	EGF-like, conserved site
15522at3193	Complete	contig_15363	478884	669778	+	945.2	658	https://v10-1.orthodb.org/?query=15522at3193	MIF4G-like, type 1
15843at3193	Complete	contig_24	103693	44819	-	870.2	564	https://v10-1.orthodb.org/?query=15843at3193	BRCT domain
15862at3193	Complete	contig_19103	2686685	2733106	+	799.1	671	https://v10-1.orthodb.org/?query=15862at3193	Telomerase reverse transcriptase
15951at3193	Complete	contig_22024	212115	198389	-	1270.9	911	https://v10-1.orthodb.org/?query=15951at3193	No exine formation 1
16160at3193	Complete	contig_9396	1089302	1108231	+	614.8	544	https://v10-1.orthodb.org/?query=16160at3193	DDT domain
16216at3193	Complete	contig_5462	5283826	5281172	-	1202.9	697	https://v10-1.orthodb.org/?query=16216at3193	Pentatricopeptide repeat
16253at3193	Complete	contig_15	640671	515548	-	1254.3	804	https://v10-1.orthodb.org/?query=16253at3193	DNA ligase
16286at3193	Complete	contig_22024	475404	470425	-	712.6	553	https://v10-1.orthodb.org/?query=16286at3193	BRCT domain
16351at3193	Complete	contig_3812	1566652	1542952	-	509.0	434	https://v10-1.orthodb.org/?query=16351at3193	SET domain
16550at3193	Complete	contig_8451	1074978	926255	-	1065.5	707	https://v10-1.orthodb.org/?query=16550at3193	ATPase, AAA-type, conserved site
16671at3193	Complete	contig_19103	126530	155927	+	1033.1	661	https://v10-1.orthodb.org/?query=16671at3193	WD40 repeat
16810at3193	Complete	contig_14483	376185	551409	+	1047.3	696	https://v10-1.orthodb.org/?query=16810at3193	Vps16, C-terminal
16901at3193	Complete	contig_4429	2417046	2350552	-	1644.0	1010	https://v10-1.orthodb.org/?query=16901at3193	ATP-dependent RNA helicase Ski2, C-terminal
16977at3193	Complete	contig_7074	488970	450608	-	788.8	516	https://v10-1.orthodb.org/?query=16977at3193	JmjN domain
16984at3193	Missing
17077at3193	Complete	contig_12358	1445282	1567819	+	791.8	573	https://v10-1.orthodb.org/?query=17077at3193	Fanconi-associated nuclease
17159at3193	Complete	contig_6893	370932	380021	+	912.6	723	https://v10-1.orthodb.org/?query=17159at3193	Pentatricopeptide repeat
17217at3193	Fragmented	contig_5170	1316688	1348792	+	488.8	516	https://v10-1.orthodb.org/?query=17217at3193	Tubulin--tyrosine ligase-like protein 12
17535at3193	Complete	contig_3817	1827109	1807815	-	999.6	682	https://v10-1.orthodb.org/?query=17535at3193	Helicase/UvrB, N-terminal
17581at3193	Missing
17627at3193	Complete	contig_10076	1838632	1810244	-	1214.3	691	https://v10-1.orthodb.org/?query=17627at3193	Exoribonuclease, phosphorolytic domain 1
17647at3193	Complete	contig_9427	191264	165737	-	714.2	806	https://v10-1.orthodb.org/?query=17647at3193	Protein of unknown function DUF4487
17679at3193	Complete	contig_7872	2042163	1904632	-	1036.6	634	https://v10-1.orthodb.org/?query=17679at3193	DNA mismatch repair protein MutS, core
18005at3193	Complete	contig_4757	1094665	1283227	+	1229.9	851	https://v10-1.orthodb.org/?query=18005at3193	STAG
18144at3193	Missing
18146at3193	Missing
18255at3193	Complete	contig_3389	3436929	3287714	-	813.0	624	https://v10-1.orthodb.org/?query=18255at3193	WD40 repeat
18305at3193	Complete	contig_3389	1080854	1145619	+	1247.9	673	https://v10-1.orthodb.org/?query=18305at3193	MCM domain
18334at3193	Complete	contig_9396	751415	748186	-	855.7	689	https://v10-1.orthodb.org/?query=18334at3193	Meiosis specific protein Spo22/ZIP4/TEX11
18435at3193	Missing
18590at3193	Missing
18595at3193	Complete	contig_14394	339066	397868	+	1003.5	703	https://v10-1.orthodb.org/?query=18595at3193	Condensin complex subunit 3
18614at3193	Complete	contig_6298	1836907	1932441	+	2368.6	1363	https://v10-1.orthodb.org/?query=18614at3193	SNF2-related, N-terminal domain
18641at3193	Complete	contig_12557	371912	374323	+	1171.8	655	https://v10-1.orthodb.org/?query=18641at3193	MCM domain
18777at3193	Complete	contig_14394	51191	141770	+	805.0	686	https://v10-1.orthodb.org/?query=18777at3193	Anaphase-promoting complex subunit 5
18890at3193	Missing
18970at3193	Missing
19019at3193	Duplicated	contig_13	73611	76478	+	844.9	616	https://v10-1.orthodb.org/?query=19019at3193	CCAAT-binding factor
19019at3193	Duplicated	contig_3811	2710814	2647522	-	833.7	604	https://v10-1.orthodb.org/?query=19019at3193	CCAAT-binding factor
19068at3193	Missing
19243at3193	Missing
19287at3193	Missing
19370at3193	Missing
19402at3193	Complete	contig_5462	35415	53615	+	888.4	665	https://v10-1.orthodb.org/?query=19402at3193	Leucine-rich repeat
19439at3193	Duplicated	contig_10063	406625	384112	-	1153.3	725	https://v10-1.orthodb.org/?query=19439at3193	Formin-like protein
19439at3193	Duplicated	contig_6384	1334054	1282704	-	985.7	682	https://v10-1.orthodb.org/?query=19439at3193	Formin-like protein
19475at3193	Missing
19641at3193	Complete	contig_10228	986522	949629	-	877.7	646	https://v10-1.orthodb.org/?query=19641at3193	Alkaline phosphatase-like, alpha/beta/alpha
19696at3193	Missing
19846at3193	Missing
19854at3193	Fragmented	contig_6194	344410	239331	-	910.7	480	https://v10-1.orthodb.org/?query=19854at3193	DNA replication licensing factor MCM7
19858at3193	Complete	contig_5647	2833170	2811240	-	875.9	515	https://v10-1.orthodb.org/?query=19858at3193	MCM domain
20132at3193	Complete	contig_3811	1566571	1526147	-	950.7	578	https://v10-1.orthodb.org/?query=20132at3193	Replication factor C subunit 1
20290at3193	Missing
20475at3193	Fragmented	contig_10076	2247133	2225751	-	651.8	433	https://v10-1.orthodb.org/?query=20475at3193	Zinc finger, CCCH-type
20489at3193	Missing
20942at3193	Missing
21033at3193	Complete	contig_12557	1355380	1447301	+	854.0	544	https://v10-1.orthodb.org/?query=21033at3193	Alpha-1,6-mannosyl-glycoprotein 2-beta-N-acetylglucosaminyltransferase
21064at3193	Complete	contig_10073	721651	757167	+	998.7	549	https://v10-1.orthodb.org/?query=21064at3193	MCM domain
21074at3193	Complete	contig_22024	902780	915239	+	922.4	826	https://v10-1.orthodb.org/?query=21074at3193	AP-5 complex subunit beta-1
21096at3193	Complete	contig_5993	1072887	1348391	+	848.6	554	https://v10-1.orthodb.org/?query=21096at3193	Molybdenum cofactor sulfurase
21627at3193	Complete	contig_21255	747146	673442	-	746.6	585	https://v10-1.orthodb.org/?query=21627at3193	Anaphase-promoting complex subunit 4
21634at3193	Missing
21793at3193	Complete	contig_15	2621251	2527780	-	945.8	602	https://v10-1.orthodb.org/?query=21793at3193	Pyridoxal phosphate-dependent transferase
21795at3193	Complete	contig_18537	672529	736039	+	613.1	567	https://v10-1.orthodb.org/?query=21795at3193	Tetratricopeptide repeat
21873at3193	Complete	contig_19103	2194080	2140657	-	943.7	807	https://v10-1.orthodb.org/?query=21873at3193	siRNA-mediated silencing protein NRDE-2
22385at3193	Complete	contig_3812	574043	553021	-	972.8	654	https://v10-1.orthodb.org/?query=22385at3193	BTB/POZ domain
22441at3193	Missing
22695at3193	Missing
22723at3193	Missing
23032at3193	Missing
23064at3193	Missing
23203at3193	Complete	contig_3811	1001578	975222	-	764.7	532	https://v10-1.orthodb.org/?query=23203at3193	Pumilio RNA-binding repeat
23420at3193	Complete	contig_3377	2489201	2491011	+	389.7	421	https://v10-1.orthodb.org/?query=23420at3193	Myosin-2 heavy chain-like protein
23529at3193	Complete	contig_14394	261601	291281	+	819.7	576	https://v10-1.orthodb.org/?query=23529at3193	Chromatid cohesion factor MAU2
23608at3193	Missing
23743at3193	Complete	contig_9069	329644	386486	+	1070.1	588	https://v10-1.orthodb.org/?query=23743at3193	ABC transporter-like
23795at3193	Duplicated	contig_9135	143946	146462	+	867.9	667	https://v10-1.orthodb.org/?query=23795at3193	Pentatricopeptide repeat
23795at3193	Duplicated	contig_21809	8145	10657	+	832.2	667	https://v10-1.orthodb.org/?query=23795at3193	Pentatricopeptide repeat
23870at3193	Missing
24102at3193	Complete	contig_10228	373632	377964	+	907.6	680	https://v10-1.orthodb.org/?query=24102at3193	Pentatricopeptide repeat
24280at3193	Complete	contig_25	2151193	2102807	-	939.8	846	https://v10-1.orthodb.org/?query=24280at3193	Condensin-2 complex subunit G2
24314at3193	Missing
24580at3193	Complete	contig_10059	938289	1055139	+	759.9	569	https://v10-1.orthodb.org/?query=24580at3193	G patch domain-containing protein, N-terminal
24602at3193	Complete	contig_22067	308816	164149	-	745.6	423	https://v10-1.orthodb.org/?query=24602at3193	Lecithin:cholesterol/phospholipid:diacylglycerol acyltransferase
24748at3193	Complete	contig_20834	1823795	1663526	-	849.0	533	https://v10-1.orthodb.org/?query=24748at3193	Gamma-tubulin complex component
24820at3193	Missing
25025at3193	Complete	contig_18368	2032499	2035537	+	1097.1	766	https://v10-1.orthodb.org/?query=25025at3193	Pentatricopeptide repeat
25035at3193	Missing
25169at3193	Complete	contig_5311	1399260	1230824	-	791.0	565	https://v10-1.orthodb.org/?query=25169at3193	ATPase, AAA-type, core
25353at3193	Complete	contig_10063	3092730	3035013	-	745.2	696	https://v10-1.orthodb.org/?query=25353at3193	Protein of unknown function UPF0301
